Date,Close,Ticker,MA for 10 days,MA for 20 days,MA for 50 days
2020-03-23,34.599998474121094,CSCO,36.220999526977536,38.34449977874756,43.97179992675781
2020-03-24,38.59999847412109,CSCO,36.07299919128418,38.13749961853027,43.80119987487793
2020-03-25,37.66999816894531,CSCO,36.13499908447265,37.91299953460693,43.595199813842775
2020-03-26,40.58000183105469,CSCO,36.87299919128418,37.9399995803833,43.45099983215332
2020-03-27,38.81999969482422,CSCO,36.99099922180176,37.88449954986572,43.26719985961914
2020-03-30,40.31999969482422,CSCO,37.65199928283691,37.84199962615967,43.092599868774414
2020-03-31,39.310001373291016,CSCO,38.032999420166014,37.80549964904785,42.89839988708496
2020-04-01,38.33000183105469,CSCO,38.153999710083006,37.652499771118165,42.68899993896484
2020-04-02,39.79999923706055,CSCO,38.362999725341794,37.66399974822998,42.50359992980957
2020-04-03,39.060001373291016,CSCO,38.70900001525879,37.63299980163574,42.30479995727539
2020-04-06,41.43000030517578,CSCO,39.39200019836426,37.8064998626709,42.156399993896486
2020-04-07,40.63999938964844,CSCO,39.596000289916994,37.834499740600585,42.01979995727539
2020-04-08,41.7400016784668,CSCO,40.00300064086914,38.0689998626709,41.899199981689456
2020-04-09,41.20000076293945,CSCO,40.06500053405762,38.4689998626709,41.78220001220703
2020-04-13,41.220001220703125,CSCO,40.305000686645506,38.647999954223636,41.66180000305176
2020-04-14,42.77999877929688,CSCO,40.55100059509277,39.10149993896484,41.59799995422363
2020-04-15,41.52000045776367,CSCO,40.77200050354004,39.402499961853025,41.497799987792966
2020-04-16,41.5,CSCO,41.08900032043457,39.62150001525879,41.37540000915527
2020-04-17,42.47999954223633,CSCO,41.35700035095215,39.86000003814697,41.25599998474121
2020-04-20,42.540000915527344,CSCO,41.70500030517578,40.207000160217284,41.13300003051758
2020-04-21,40.54999923706055,CSCO,41.61700019836426,40.504500198364255,40.98459999084473
2020-04-22,41.7599983215332,CSCO,41.729000091552734,40.66250019073486,40.842399978637694
2020-04-23,41.619998931884766,CSCO,41.71699981689453,40.86000022888184,40.69219993591309
2020-04-24,42.52000045776367,CSCO,41.84899978637695,40.957000160217284,40.543999938964845
2020-04-27,43.060001373291016,CSCO,42.03299980163574,41.169000244140626,40.45879997253418
2020-04-28,42.4900016784668,CSCO,42.00400009155273,41.27750034332276,40.369199981689455
2020-04-29,43.34000015258789,CSCO,42.18600006103516,41.4790002822876,40.30419998168945
2020-04-30,42.380001068115234,CSCO,42.27400016784668,41.68150024414062,40.22599998474121
2020-05-01,40.91999816894531,CSCO,42.11800003051758,41.73750019073486,40.107399978637694
2020-05-04,41.34999847412109,CSCO,41.998999786376956,41.852000045776364,40.008399963378906
2020-05-05,41.459999084472656,CSCO,42.089999771118165,41.85349998474121,39.95759994506836
2020-05-06,41.150001525878906,CSCO,42.02900009155273,41.87900009155273,39.9257999420166
2020-05-07,41.369998931884766,CSCO,42.00400009155273,41.860499954223634,39.90999992370605
2020-05-08,42.9900016784668,CSCO,42.05100021362305,41.95,39.96899993896484
2020-05-11,43.31999969482422,CSCO,42.077000045776366,42.054999923706056,40.036799926757816
2020-05-12,43.220001220703125,CSCO,42.15,42.077000045776366,40.07779998779297
2020-05-13,41.95000076293945,CSCO,42.011000061035155,42.09850006103515,40.11599998474121
2020-05-14,43.84999847412109,CSCO,42.15799980163574,42.21599998474121,40.16519996643066
2020-05-15,44.27000045776367,CSCO,42.49300003051758,42.30550003051758,40.259199981689456
2020-05-18,45.060001373291016,CSCO,42.86400032043457,42.43150005340576,40.36680000305176
2020-05-19,44.61000061035156,CSCO,43.17900047302246,42.634500122070314,40.499800033569336
2020-05-20,45.43999862670898,CSCO,43.60800018310546,42.8185001373291,40.60699996948242
2020-05-21,44.63999938964844,CSCO,43.93500022888183,42.96950016021729,40.75879997253418
2020-05-22,44.900001525878906,CSCO,44.126000213623044,43.08850021362305,40.99279998779297
2020-05-26,44.84000015258789,CSCO,44.278000259399406,43.17750015258789,41.13680000305176
2020-05-27,45.959999084472656,CSCO,44.55200004577636,43.351000022888186,41.38180000305176
2020-05-28,45.59999847412109,CSCO,44.916999816894524,43.46399993896485,41.58379997253418
2020-05-29,47.81999969482422,CSCO,45.31399993896484,43.73599987030029,41.79779998779297
2020-06-01,46.29999923706055,CSCO,45.51699981689453,44.00499992370605,41.96959999084473
2020-06-02,46.88999938964844,CSCO,45.69999961853027,44.28199996948242,42.19540000915527
2020-06-03,46.93999862670898,CSCO,45.93299942016601,44.55599994659424,42.44220001220703
2020-06-04,46.86000061035156,CSCO,46.07499961853027,44.84149990081787,42.60740005493164
2020-06-05,47.83000183105469,CSCO,46.393999862670896,45.164500045776364,42.81060012817383
2020-06-08,48.130001068115234,CSCO,46.71699981689453,45.421500015258786,42.961600112915036
2020-06-09,48.04999923706055,CSCO,47.0379997253418,45.657999992370605,43.14620010375977
2020-06-10,47.41999816894531,CSCO,47.183999633789064,45.86799983978271,43.28820007324219
2020-06-11,43.66999816894531,CSCO,46.99099960327148,45.95399971008301,43.37540000915527
2020-06-12,45.06999969482422,CSCO,46.715999603271484,46.01499977111816,43.51019996643066
2020-06-15,45.34999847412109,CSCO,46.62099952697754,46.068999671936034,43.621199951171874
2020-06-16,46.47999954223633,CSCO,46.57999954223633,46.139999580383304,43.76959991455078
2020-06-17,46.16999816894531,CSCO,46.502999496459964,46.21799945831299,43.86439987182617
2020-06-18,45.83000183105469,CSCO,46.39999961853027,46.23749961853027,43.9681999206543
2020-06-19,45.31999969482422,CSCO,46.14899940490723,46.27149963378906,44.03979988098145
2020-06-22,45.15999984741211,CSCO,45.851999282836914,46.28449954986572,44.1189998626709
2020-06-23,45.470001220703125,CSCO,45.59399948120117,46.315999603271486,44.2039998626709
2020-06-24,44.75,CSCO,45.32699966430664,46.25549964904785,44.24339988708496
2020-06-25,45.220001220703125,CSCO,45.48199996948242,46.23649978637695,44.31739990234375
2020-06-26,46.310001373291016,CSCO,45.606000137329104,46.160999870300294,44.41359992980957
2020-06-29,46.150001525878906,CSCO,45.686000442504884,46.15349998474121,44.48699996948242
2020-06-30,46.63999938964844,CSCO,45.70200042724609,46.140999984741214,44.56899993896484
2020-07-01,46.060001373291016,CSCO,45.69100074768066,46.09700012207031,44.67919998168945
2020-07-02,45.630001068115234,CSCO,45.67100067138672,46.0355001449585,44.756600036621094
2020-07-06,46.41999816894531,CSCO,45.78100051879883,45.964999961853025,44.852600021362306
2020-07-07,45.630001068115234,CSCO,45.82800064086914,45.839999961853025,44.914800033569335
2020-07-08,45.810001373291016,CSCO,45.86200065612793,45.72800006866455,44.969800033569335
2020-07-09,46.70000076293945,CSCO,46.057000732421876,45.692000198364255,45.05400001525879
2020-07-10,46.65999984741211,CSCO,46.20100059509277,45.8415002822876,45.120400009155276
2020-07-13,45.93000030517578,CSCO,46.16300048828125,45.88450031280517,45.19139999389648
2020-07-14,46.2599983215332,CSCO,46.17400016784668,45.93000030517578,45.29819999694824
2020-07-15,46.400001525878906,CSCO,46.150000381469724,45.92600040435791,45.3992000579834
2020-07-16,45.77999877929688,CSCO,46.12200012207031,45.90650043487549,45.485600051879885
2020-07-17,46.75,CSCO,46.234000015258786,45.952500343322754,45.597600021362304
2020-07-20,46.970001220703125,CSCO,46.28900032043457,46.0350004196167,45.70960006713867
2020-07-21,47.02000045776367,CSCO,46.42800025939941,46.12800045013428,45.79020004272461
2020-07-22,46.900001525878906,CSCO,46.537000274658205,46.199500465393065,45.861800079345706
2020-07-23,47.40999984741211,CSCO,46.60800018310547,46.33250045776367,45.945600051879886
2020-07-24,46.400001525878906,CSCO,46.58200035095215,46.39150047302246,46.03460006713867
2020-07-27,47.18999862670898,CSCO,46.70800018310547,46.43550033569336,46.10140007019043
2020-07-28,46.27999877929688,CSCO,46.71000022888184,46.442000198364255,46.14160003662109
2020-07-29,46.709999084472656,CSCO,46.74099998474121,46.445500183105466,46.174599990844726
2020-07-30,46.43999862670898,CSCO,46.80699996948242,46.46450004577637,46.21119995117188
2020-07-31,47.09999847412109,CSCO,46.84199981689453,46.53799991607666,46.24439994812012
2020-08-03,47.15999984741211,CSCO,46.86099967956543,46.575,46.29479995727539
2020-08-04,47.66999816894531,CSCO,46.92599945068359,46.6769998550415,46.35019989013672
2020-08-05,47.33000183105469,CSCO,46.96899948120117,46.75299987792969,46.399999923706055
2020-08-06,47.77000045776367,CSCO,47.00499954223633,46.8064998626709,46.43619995117187
2020-08-07,47.43000030517578,CSCO,47.10799942016602,46.84499988555908,46.47279998779297
2020-08-10,47.72999954223633,CSCO,47.16199951171875,46.93499984741211,46.47099998474121
2020-08-11,47.18999862670898,CSCO,47.252999496459964,46.9814998626709,46.48879997253418
2020-08-12,48.09999847412109,CSCO,47.39199943542481,47.06649971008301,46.51299995422363
2020-08-13,42.720001220703125,CSCO,47.01999969482422,46.91349983215331,46.428600006103515
2020-08-14,42.5,CSCO,46.55999984741211,46.700999832153315,46.34139999389649
2020-08-17,42.09000015258789,CSCO,46.052999877929686,46.45699977874755,46.22659996032715
2020-08-18,41.97999954223633,CSCO,45.484000015258786,46.20499973297119,46.10359992980957
2020-08-19,41.869998931884766,CSCO,44.9379997253418,45.95349960327148,45.97999992370605
2020-08-20,42.310001373291016,CSCO,44.39199981689453,45.69849967956542,45.87779998779297
2020-08-21,42.25,CSCO,43.873999786376956,45.490999603271476,45.84940002441406
2020-08-24,42.18000030517578,CSCO,43.3189998626709,45.24049968719483,45.79160003662109
2020-08-25,41.959999084472656,CSCO,42.795999908447264,45.02449970245361,45.723800048828124
2020-08-26,42.25,CSCO,42.21100006103516,44.80149974822997,45.6392000579834
2020-08-27,42.290000915527344,CSCO,42.168000030517575,44.5939998626709,45.56160011291504
2020-08-28,42.20000076293945,CSCO,42.138000106811525,44.348999977111816,45.48900009155273
2020-08-31,42.220001220703125,CSCO,42.15100021362305,44.102000045776364,45.42700012207031
2020-09-01,42.02999877929688,CSCO,42.1560001373291,43.820000076293944,45.36440010070801
2020-09-02,42.41999816894531,CSCO,42.21100006103516,43.574499893188474,45.30340003967285
2020-09-03,40.95000076293945,CSCO,42.075,43.233499908447264,45.22740005493164
2020-09-04,40.81999969482422,CSCO,41.93199996948242,42.90299987792969,45.139400024414066
2020-09-08,40.0,CSCO,41.71399993896485,42.51649990081787,45.013199996948245
2020-09-09,40.130001068115234,CSCO,41.5310001373291,42.163500022888186,44.89279998779297
2020-09-10,39.56999969482422,CSCO,41.263000106811525,41.73700008392334,44.751399993896484
2020-09-11,39.880001068115234,CSCO,41.02200012207031,41.59500007629394,44.62779998779297
2020-09-14,40.369998931884766,CSCO,40.83899993896485,41.48850002288818,44.52259994506836
2020-09-15,40.59999847412109,CSCO,40.67699966430664,41.41399993896484,44.40619995117188
2020-09-16,40.41999816894531,CSCO,40.51599960327148,41.33599987030029,44.30199989318848
2020-09-17,40.369998931884766,CSCO,40.31099967956543,41.260999870300296,44.19319984436035
2020-09-18,39.810001373291016,CSCO,40.19699974060059,41.135999870300296,44.055399856567384
2020-09-21,39.040000915527344,CSCO,40.018999862670896,40.97549991607666,43.90299987792969
2020-09-22,39.31999969482422,CSCO,39.95099983215332,40.83249988555908,43.77079986572266
2020-09-23,38.27999877929688,CSCO,39.76599960327148,40.64849987030029,43.61119987487793
2020-09-24,37.84999847412109,CSCO,39.59399948120117,40.42849979400635,43.440199813842774
2020-09-25,38.45000076293945,CSCO,39.4509994506836,40.23649978637695,43.29359985351562
2020-09-28,39.130001068115234,CSCO,39.32699966430664,40.082999801635744,43.14119987487793
2020-09-29,39.060001373291016,CSCO,39.172999954223634,39.92499980926514,42.982999877929686
2020-09-30,39.38999938964844,CSCO,39.070000076293944,39.792999839782716,42.83039985656738
2020-10-01,38.79999923706055,CSCO,38.91300010681152,39.611999893188475,42.668399810791016
2020-10-02,38.27000045776367,CSCO,38.75900001525879,39.47799987792969,42.48559982299805
2020-10-05,38.56999969482422,CSCO,38.71199989318848,39.365499877929686,42.328999786376954
2020-10-06,38.56999969482422,CSCO,38.636999893188474,39.2939998626709,42.156599807739255
2020-10-07,39.400001525878906,CSCO,38.74900016784668,39.257499885559085,42.018999862670896
2020-10-08,39.790000915527344,CSCO,38.943000411987306,39.26849994659424,41.880599899291994
2020-10-09,39.84999847412109,CSCO,39.08300018310547,39.26699981689453,41.748799896240236
2020-10-12,40.36000061035156,CSCO,39.2060001373291,39.26649990081787,41.613999938964845
2020-10-13,39.810001373291016,CSCO,39.2810001373291,39.227000045776364,41.46699996948242
2020-10-14,39.88999938964844,CSCO,39.3310001373291,39.200500106811525,41.31139999389649
2020-10-15,39.970001220703125,CSCO,39.44800033569336,39.180500221252444,41.16419998168945
2020-10-16,40.15999984741211,CSCO,39.637000274658206,39.1980001449585,41.011999969482424
2020-10-19,39.29999923706055,CSCO,39.71000022888184,39.21100006103516,40.849399948120116
2020-10-20,39.20000076293945,CSCO,39.77300033569336,39.20500011444092,40.67879997253418
2020-10-21,39.060001373291016,CSCO,39.73900032043457,39.24400024414062,40.51620002746582
2020-10-22,38.81999969482422,CSCO,39.64200019836426,39.29250030517578,40.330600051879884
2020-10-23,38.81999969482422,CSCO,39.53900032043457,39.31100025177002,40.252600021362305
2020-10-26,37.66999816894531,CSCO,39.27000007629395,39.238000106811526,40.155999984741214
2020-10-27,36.869998931884766,CSCO,38.97599983215332,39.12849998474121,40.051599960327145
2020-10-28,35.709999084472656,CSCO,38.557999801635745,38.94449996948242,39.926199951171874
2020-10-29,35.689998626708984,CSCO,38.12999954223633,38.78899993896484,39.80259994506836
2020-10-30,35.900001525878906,CSCO,37.70399971008301,38.67049999237061,39.67439994812012
2020-11-02,35.900001525878906,CSCO,37.363999938964845,38.53700008392334,39.54739997863769
2020-11-03,36.68000030517578,CSCO,37.111999893188475,38.44250011444092,39.43739997863769
2020-11-04,36.56999969482422,CSCO,36.862999725341794,38.30100002288818,39.32959999084473
2020-11-05,37.22999954223633,CSCO,36.70399971008301,38.172999954223634,39.229199981689455
2020-11-06,37.52999877929688,CSCO,36.57499961853027,38.05699996948242,39.13399993896484
2020-11-09,38.20000076293945,CSCO,36.62799987792969,37.94899997711182,39.05399993896484
2020-11-10,38.720001220703125,CSCO,36.81300010681152,37.894499969482425,38.98399993896484
2020-11-11,39.33000183105469,CSCO,37.17500038146973,37.86650009155274,38.93
2020-11-12,38.66999816894531,CSCO,37.47300033569336,37.801499938964845,38.855
2020-11-13,41.400001525878906,CSCO,38.02300033569336,37.86350002288818,38.86400001525879
2020-11-16,42.540000915527344,CSCO,38.6870002746582,38.02550010681152,38.89840003967285
2020-11-17,41.880001068115234,CSCO,39.20700035095215,38.15950012207031,38.93600006103516
2020-11-18,41.31999969482422,CSCO,39.68200035095215,38.27250003814697,38.95980003356934
2020-11-19,41.16999816894531,CSCO,40.07600021362305,38.38999996185303,38.99180000305176
2020-11-20,40.970001220703125,CSCO,40.42000045776367,38.497500038146974,39.013600006103516
2020-11-23,41.63999938964844,CSCO,40.76400032043457,38.69600009918213,39.039000015258786
2020-11-24,42.61000061035156,CSCO,41.15300025939941,38.98300018310547,39.0792000579834
2020-11-25,42.5,CSCO,41.47000007629394,39.322500228881836,39.12080009460449
2020-11-27,42.70000076293945,CSCO,41.87300033569336,39.67300033569336,39.167400131225584
2020-11-30,43.02000045776367,CSCO,42.035000228881835,40.0290002822876,39.23160011291504
2020-12-01,43.540000915527344,CSCO,42.135000228881836,40.41100025177002,39.321600112915036
2020-12-02,43.88999938964844,CSCO,42.33600006103516,40.771500205993654,39.41300010681152
2020-12-03,44.11000061035156,CSCO,42.61500015258789,41.14850025177002,39.52960014343262
2020-12-04,44.380001068115234,CSCO,42.936000442504884,41.50600032806396,39.6602001953125
2020-12-07,44.34999847412109,CSCO,43.27400016784668,41.84700031280518,39.77820014953613
2020-12-08,44.369998931884766,CSCO,43.547000122070315,42.15550022125244,39.88300010681152
2020-12-09,44.68999862670898,CSCO,43.75499992370605,42.454000091552736,39.99560005187988
2020-12-10,44.31999969482422,CSCO,43.93699989318847,42.703499984741214,40.0942000579834
2020-12-11,44.31999969482422,CSCO,44.09899978637695,42.986000061035156,40.20460006713867
2020-12-14,44.2400016784668,CSCO,44.22099990844726,43.12800006866455,40.32400009155273
2020-12-15,44.720001220703125,CSCO,44.33899993896484,43.23700008392334,40.447000122070314
2020-12-16,44.720001220703125,CSCO,44.42200012207031,43.37900009155273,40.57000015258789
2020-12-17,44.81999969482422,CSCO,44.49300003051757,43.55400009155274,40.678400115966795
2020-12-18,45.43999862670898,CSCO,44.59899978637695,43.76750011444092,40.79140007019043
2020-12-21,44.880001068115234,CSCO,44.65200004577637,43.96300010681152,40.892000122070314
2020-12-22,44.68999862670898,CSCO,44.68400001525879,44.11550006866455,40.97860008239746
2020-12-23,44.380001068115234,CSCO,44.65300025939941,44.204000091552736,41.070000076293944
2020-12-24,44.540000915527344,CSCO,44.67500038146973,44.3060001373291,41.16300010681152
2020-12-28,44.91999816894531,CSCO,44.73500022888184,44.4170000076294,41.26200004577637
2020-12-29,44.63999938964844,CSCO,44.775,44.49799995422363,41.35160003662109
2020-12-30,44.47999954223633,CSCO,44.75099983215332,44.54499988555908,41.45520004272461
2020-12-31,44.75,CSCO,44.75399971008301,44.58799991607666,41.56620002746582
2021-01-04,43.959999084472656,CSCO,44.66799964904785,44.58049983978272,41.66419998168945
2021-01-05,43.97999954223633,CSCO,44.521999740600585,44.56049976348877,41.7673999786377
2021-01-06,44.400001525878906,CSCO,44.47399978637695,44.56299991607666,41.87900001525879
2021-01-07,44.959999084472656,CSCO,44.50099983215332,44.59249992370606,42.024800033569335
2021-01-08,45.060001373291016,CSCO,44.5689998626709,44.611000061035156,42.188600082397464
2021-01-11,45.36000061035156,CSCO,44.65099983215332,44.66300010681152,42.38160011291504
2021-01-12,45.790000915527344,CSCO,44.738000106811526,44.73650016784668,42.583600158691404
2021-01-13,45.36000061035156,CSCO,44.81000022888183,44.79250011444092,42.77280014038086
2021-01-14,45.150001525878906,CSCO,44.877000427246095,44.81400012969971,42.95780014038086
2021-01-15,45.43000030517578,CSCO,44.94500045776367,44.84950008392334,43.13280014038086
2021-01-19,45.18999862670898,CSCO,45.068000411987306,44.86800003051758,43.30520011901856
2021-01-20,45.34000015258789,CSCO,45.20400047302246,44.863000106811526,43.46740013122559
2021-01-21,45.11000061035156,CSCO,45.275000381469724,44.87450008392334,43.61900016784668
2021-01-22,44.77000045776367,CSCO,45.25600051879883,44.87850017547608,43.750400161743165
2021-01-25,45.02999877929688,CSCO,45.253000259399414,44.91100006103515,43.87660011291504
2021-01-26,45.2599983215332,CSCO,45.24300003051758,44.94699993133545,43.99520004272461
2021-01-27,45.70000076293945,CSCO,45.234000015258786,44.986000061035156,44.13580009460449
2021-01-28,45.34000015258789,CSCO,45.23199996948242,45.02100009918213,44.21460006713867
2021-01-29,44.58000183105469,CSCO,45.175,45.02600021362305,44.25540008544922
2021-02-01,45.400001525878906,CSCO,45.172000122070315,45.05850028991699,44.32580009460449
2021-02-02,45.83000183105469,CSCO,45.23600044250488,45.152000427246094,44.4160001373291
2021-02-03,45.77000045776367,CSCO,45.279000473022464,45.24150047302246,44.508000183105466
2021-02-04,47.25,CSCO,45.4930004119873,45.38400039672852,44.63360015869141
2021-02-05,48.08000183105469,CSCO,45.82400054931641,45.54000053405762,44.76240020751953
2021-02-08,48.93999862670898,CSCO,46.215000534057616,45.73400039672852,44.88900016784668
2021-02-09,48.5,CSCO,46.5390007019043,45.89100036621094,45.00900016784668
2021-02-10,47.2400016784668,CSCO,46.69300079345703,45.96350040435791,45.099800186157225
2021-02-11,47.58000183105469,CSCO,46.917000961303714,46.074500465393065,45.19100021362305
2021-02-12,47.290000915527344,CSCO,47.18800086975098,46.18150043487549,45.266000213623045
2021-02-16,46.5099983215332,CSCO,47.2990005493164,46.23550033569336,45.31840019226074
2021-02-17,46.25,CSCO,47.341000366210935,46.28850040435791,45.361200180053714
2021-02-18,46.34000015258789,CSCO,47.39800033569336,46.33850040435791,45.400400161743164
2021-02-19,45.68000030517578,CSCO,47.24100036621094,46.36700038909912,45.427000198364254
2021-02-22,45.43000030517578,CSCO,46.976000213623045,46.400000381469724,45.44820022583008
2021-02-23,45.5099983215332,CSCO,46.633000183105466,46.424000358581544,45.46460021972656
2021-02-24,45.7400016784668,CSCO,46.35700035095215,46.448000526428224,45.493000259399416
2021-02-25,45.52000045776367,CSCO,46.18500022888183,46.43900051116943,45.5170002746582
2021-02-26,44.869998931884766,CSCO,45.91399993896484,46.415500450134275,45.52960021972656
2021-03-01,45.91999816894531,CSCO,45.77699966430664,46.48250026702881,45.55360015869141
2021-03-02,45.52000045776367,CSCO,45.677999877929686,46.48850021362305,45.569600143432616
2021-03-03,45.130001068115234,CSCO,45.56599998474121,46.45350017547607,45.57580017089844
2021-03-04,44.560001373291016,CSCO,45.388000106811525,46.39300022125244,45.55820022583008
2021-03-05,46.25,CSCO,45.445000076293944,46.34300022125244,45.585600204467774
2021-03-08,47.5099983215332,CSCO,45.65299987792969,46.31450004577637,45.64200019836426
2021-03-09,47.88999938964844,CSCO,45.890999984741214,46.26200008392334,45.71220016479492
2021-03-10,48.290000915527344,CSCO,46.145999908447266,46.25150012969971,45.787200164794925
2021-03-11,48.79999923706055,CSCO,46.47399978637695,46.32950000762939,45.864800186157225
2021-03-12,48.81999969482422,CSCO,46.8689998626709,46.39149990081787,45.94840019226074
2021-03-15,49.40999984741211,CSCO,47.21800003051758,46.49749984741211,46.04700019836426
2021-03-16,49.66999816894531,CSCO,47.63299980163574,46.65549983978271,46.14540016174316
2021-03-17,49.41999816894531,CSCO,48.06199951171875,46.81399974822998,46.25460014343262
2021-03-18,48.79999923706055,CSCO,48.485999298095706,46.93699970245361,46.3510001373291
2021-03-19,48.97999954223633,CSCO,48.758999252319335,47.10199966430664,46.44260009765625
2021-03-22,50.29999923706055,CSCO,49.03799934387207,47.34549961090088,46.549400100708006
2021-03-23,50.0099983215332,CSCO,49.24999923706055,47.57049961090088,46.64840003967285
2021-03-24,49.650001525878906,CSCO,49.385999298095705,47.76599960327148,46.7342000579834
2021-03-25,50.5099983215332,CSCO,49.55699920654297,48.01549949645996,46.828600006103514
2021-03-26,52.56999969482422,CSCO,49.93199920654297,48.400499534606936,46.97279998779297
2021-03-29,52.52000045776367,CSCO,50.24299926757813,48.73049964904785,47.12019996643066
2021-03-30,51.77000045776367,CSCO,50.45299949645996,49.04299964904785,47.246999969482424
2021-03-31,51.709999084472656,CSCO,50.681999588012694,49.37199954986572,47.3773999786377
2021-04-01,51.97999954223633,CSCO,50.999999618530275,49.74299945831299,47.51019996643066
2021-04-05,52.40999984741211,CSCO,51.342999649047854,50.05099945068359,47.65619995117188
2021-04-06,52.02999877929688,CSCO,51.51599960327148,50.27699947357178,47.80139991760254
2021-04-07,51.77000045776367,CSCO,51.69199981689453,50.470999526977536,47.93619995117187
2021-04-08,51.90999984741211,CSCO,51.91799964904785,50.65199947357178,48.06919998168945
2021-04-09,52.09000015258789,CSCO,52.07599983215332,50.81649951934814,48.19699996948242
2021-04-12,51.56999969482422,CSCO,51.97599983215332,50.953999519348145,48.32159996032715
2021-04-13,51.65999984741211,CSCO,51.88999977111816,51.06649951934814,48.4631999206543
2021-04-14,51.369998931884766,CSCO,51.849999618530276,51.151499557495114,48.582599868774416
2021-04-15,51.63999938964844,CSCO,51.842999649047854,51.26249961853027,48.69879981994629
2021-04-16,52.79999923706055,CSCO,51.92499961853027,51.46249961853027,48.83939979553222
2021-04-19,52.84999847412109,CSCO,51.96899948120117,51.65599956512451,48.95139976501465
2021-04-20,51.790000915527344,CSCO,51.94499969482422,51.73049964904785,49.0255997467041
2021-04-21,51.93000030517578,CSCO,51.96099967956543,51.82649974822998,49.085399780273434
2021-04-22,51.5,CSCO,51.91999969482422,51.918999671936035,49.145399780273436
2021-04-23,51.90999984741211,CSCO,51.90199966430664,51.98899974822998,49.23879974365234
2021-04-26,51.63999938964844,CSCO,51.908999633789065,51.94249973297119,49.31999969482422
